student,student_status,strategy,gain,old_utility,new_utility,regret_before,regret_after,old_bundle,new_bundle,desired_items,true_preferences,reported_preferences
154,3.0,promote_single_36,1.0,22.0,23.0,10.0,9.0,"[20, 34, 39, 46]","[22, 34, 36, 51]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 34, 35, 36, 37, 38, 39, 43, 44, 45, 46, 47, 51, 52, 53, 54, 55, 56, 58, 59, 60, 64, 65, 67, 93, 94, 95]","[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 6.0, 1.0, 1.0, 3.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 1.0, 4.0, 1.0, 3.0, 1.0, 1.0, 1.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 0.0, 5.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 4.0, 0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0]"
230,1.0,boost_missed,6.0,24.0,30.0,9.0,3.0,"[2, 7, 26, 28]","[1, 7, 26, 33, 94]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[6.0, 7.0, 5.0, 5.0, 2.0, 2.0, 6.0, 5.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 2.0, 5.0, 4.0, 6.0, 4.0, 4.0, 7.0, 4.0, 5.0, 3.0, 5.0, 1.0, 7.0]"
230,1.0,only_missed,3.0,24.0,27.0,9.0,6.0,"[2, 7, 26, 28]","[1, 8, 26, 33, 94]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0]"
230,1.0,demote_assigned,4.0,24.0,28.0,9.0,5.0,"[2, 7, 26, 28]","[1, 8, 10, 33, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[6.0, 7.0, 4.0, 5.0, 2.0, 2.0, 6.0, 4.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 1.0, 5.0, 3.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]"
230,1.0,promote_single_13,6.0,24.0,30.0,9.0,3.0,"[2, 7, 26, 28]","[2, 7, 13, 26, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[5.0, 6.0, 6.0, 4.0, 1.0, 1.0, 5.0, 6.0, 3.0, 2.0, 5.0, 3.0, 5.0, 7.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 3.0, 4.0, 2.0, 4.0, 0.0, 5.0]"
230,1.0,promote_single_33,5.0,24.0,29.0,9.0,4.0,"[2, 7, 26, 28]","[1, 7, 26, 33, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[5.0, 6.0, 6.0, 4.0, 1.0, 1.0, 5.0, 6.0, 3.0, 2.0, 5.0, 3.0, 5.0, 6.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0, 7.0, 3.0, 4.0, 2.0, 4.0, 0.0, 5.0]"
230,1.0,promote_single_94,5.0,24.0,29.0,9.0,4.0,"[2, 7, 26, 28]","[2, 7, 26, 90, 94]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[5.0, 6.0, 6.0, 4.0, 1.0, 1.0, 5.0, 6.0, 3.0, 2.0, 5.0, 3.0, 5.0, 6.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 3.0, 4.0, 2.0, 4.0, 0.0, 7.0]"
175,2.0,promote_single_13,1.0,27.0,28.0,8.0,7.0,"[27, 32, 35, 40]","[13, 27, 32, 35]","[9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 91, 92, 93, 94, 95]","[3.0, 2.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 5.0, 4.0, 6.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 6.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 7.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 2.0, 2.0, 1.0]"
175,2.0,promote_single_29,1.0,27.0,28.0,8.0,7.0,"[27, 32, 35, 40]","[27, 29, 32, 34]","[9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 91, 92, 93, 94, 95]","[3.0, 2.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 5.0, 4.0, 6.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 6.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 6.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 2.0, 2.0, 1.0]"
175,2.0,promote_single_34,1.0,27.0,28.0,8.0,7.0,"[27, 32, 35, 40]","[27, 29, 32, 34]","[9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 91, 92, 93, 94, 95]","[3.0, 2.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 5.0, 4.0, 6.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 6.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 3.0, 2.0]","[2.0, 1.0, 6.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 2.0, 2.0, 1.0]"
151,3.0,promote_single_67,1.0,21.0,22.0,8.0,7.0,"[48, 57, 58, 68]","[48, 57, 58, 67]","[9, 12, 13, 40, 41, 42, 43, 44, 45, 46, 48, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 67, 68, 70]","[1.0, 1.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 6.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 6.0, 1.0, 4.0, 4.0, 6.0, 6.0, 5.0, 2.0]","[0.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 5.0, 0.0, 3.0, 3.0, 5.0, 7.0, 4.0, 1.0]"
73,5.0,promote_single_70,1.0,17.0,18.0,8.0,7.0,"[66, 82, 84]","[66, 70, 79]","[62, 66, 70, 71, 73, 79, 81, 82, 83, 84, 85, 86, 87]","[6.0, 7.0, 6.0, 4.0, 6.0, 5.0, 6.0, 4.0, 4.0, 6.0, 4.0, 4.0, 4.0]","[5.0, 6.0, 7.0, 3.0, 5.0, 4.0, 5.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0]"
73,5.0,promote_single_73,1.0,17.0,18.0,8.0,7.0,"[66, 82, 84]","[66, 73, 79]","[62, 66, 70, 71, 73, 79, 81, 82, 83, 84, 85, 86, 87]","[6.0, 7.0, 6.0, 4.0, 6.0, 5.0, 6.0, 4.0, 4.0, 6.0, 4.0, 4.0, 4.0]","[5.0, 6.0, 5.0, 3.0, 7.0, 4.0, 5.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0]"
64,5.0,boost_missed,2.0,16.0,18.0,8.0,6.0,"[64, 81, 83]","[74, 83, 86]","[62, 63, 64, 69, 70, 71, 72, 74, 76, 77, 78, 79, 80, 81, 82, 83, 86, 87]","[3.0, 6.0, 4.0, 3.0, 2.0, 3.0, 1.0, 6.0, 3.0, 1.0, 1.0, 2.0, 1.0, 6.0, 3.0, 6.0, 6.0, 1.0]","[3.0, 7.0, 2.0, 3.0, 2.0, 3.0, 1.0, 7.0, 3.0, 1.0, 1.0, 2.0, 1.0, 4.0, 3.0, 4.0, 7.0, 1.0]"
165,3.0,promote_single_43,6.0,23.0,29.0,8.0,2.0,"[8, 22, 38, 50]","[8, 23, 38, 43, 50]","[7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 92, 94, 95]","[4.0, 4.0, 3.0, 2.0, 2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 1.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 3.0, 3.0, 3.0, 4.0, 2.0, 2.0, 6.0, 2.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 5.0, 2.0, 2.0, 5.0, 2.0, 4.0, 4.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 1.0, 1.0, 2.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 1.0, 1.0, 4.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0]"
210,1.0,demote_assigned,2.0,29.0,31.0,7.0,5.0,"[0, 7, 26, 89, 90]","[2, 7, 9, 26, 91]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[7.0, 7.0, 7.0, 2.0, 2.0, 2.0, 7.0, 2.0, 7.0, 3.0, 2.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4.0, 7.0, 7.0, 2.0, 2.0, 2.0, 4.0, 2.0, 7.0, 3.0, 2.0, 4.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
210,1.0,promote_single_9,2.0,29.0,31.0,7.0,5.0,"[0, 7, 26, 89, 90]","[0, 7, 9, 26, 89]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[7.0, 7.0, 7.0, 2.0, 2.0, 2.0, 7.0, 2.0, 7.0, 3.0, 2.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6.0, 6.0, 6.0, 1.0, 1.0, 1.0, 6.0, 1.0, 7.0, 2.0, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
221,1.0,boost_missed,5.0,28.0,33.0,7.0,2.0,"[0, 7, 26, 89]","[2, 8, 27, 30, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[5.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0, 7.0, 6.0, 5.0, 3.0, 5.0, 7.0, 7.0, 6.0, 7.0, 7.0, 5.0, 6.0, 7.0, 7.0, 6.0]"
221,1.0,only_missed,5.0,28.0,33.0,7.0,2.0,"[0, 7, 26, 89]","[2, 8, 27, 31, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 7.0, 7.0, 0.0]"
221,1.0,demote_assigned,5.0,28.0,33.0,7.0,2.0,"[0, 7, 26, 89]","[2, 8, 27, 30, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[4.0, 6.0, 6.0, 6.0, 6.0, 5.0, 4.0, 6.0, 7.0, 6.0, 5.0, 3.0, 4.0, 7.0, 7.0, 6.0, 7.0, 7.0, 4.0, 6.0, 7.0, 7.0, 6.0]"
221,1.0,promote_single_27,7.0,28.0,35.0,7.0,0.0,"[0, 7, 26, 89]","[0, 7, 26, 27, 89]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 7.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 5.0]"
221,1.0,promote_single_31,6.0,28.0,34.0,7.0,1.0,"[0, 7, 26, 89]","[2, 7, 26, 31, 89]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 6.0, 5.0, 6.0, 6.0, 5.0]"
221,1.0,promote_single_91,7.0,28.0,35.0,7.0,0.0,"[0, 7, 26, 89]","[0, 7, 26, 89, 91]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 5.0]"
221,1.0,promote_single_92,7.0,28.0,35.0,7.0,0.0,"[0, 7, 26, 89]","[0, 7, 26, 89, 92]","[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 89, 90, 91, 92, 94]","[7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0, 5.0, 3.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0]","[6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 5.0]"
107,4.0,promote_single_62,2.0,21.0,23.0,7.0,5.0,"[52, 58, 59, 61]","[52, 58, 61, 62]","[52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 80, 83]","[6.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 4.0, 4.0, 6.0, 2.0, 2.0, 3.0, 5.0, 4.0]","[5.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 1.0, 5.0, 7.0, 5.0, 3.0, 3.0, 5.0, 1.0, 1.0, 2.0, 4.0, 3.0]"
107,4.0,promote_single_80,1.0,21.0,22.0,7.0,6.0,"[52, 58, 59, 61]","[52, 58, 61, 80]","[52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 80, 83]","[6.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 2.0, 6.0, 6.0, 6.0, 4.0, 4.0, 6.0, 2.0, 2.0, 3.0, 5.0, 4.0]","[5.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 1.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0, 1.0, 2.0, 7.0, 3.0]"
106,4.0,only_missed,3.0,18.0,21.0,7.0,4.0,"[9, 10, 25]","[11, 13, 23]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[4.0, 7.0, 7.0, 1.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
106,4.0,promote_single_13,3.0,18.0,21.0,7.0,4.0,"[9, 10, 25]","[11, 13, 23]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[4.0, 7.0, 7.0, 1.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]","[3.0, 6.0, 6.0, 0.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]"
67,5.0,boost_missed,1.0,16.0,17.0,7.0,6.0,"[64, 67, 81]","[62, 67, 84]","[62, 63, 64, 67, 71, 72, 74, 76, 78, 81, 83, 84, 85, 87]","[5.0, 4.0, 4.0, 6.0, 2.0, 3.0, 1.0, 1.0, 3.0, 6.0, 4.0, 6.0, 1.0, 1.0]","[7.0, 4.0, 2.0, 4.0, 2.0, 3.0, 1.0, 1.0, 3.0, 4.0, 4.0, 7.0, 1.0, 1.0]"
218,1.0,boost_missed,4.0,27.0,31.0,7.0,3.0,"[1, 8, 26, 89, 93]","[3, 8, 11, 26, 94, 95]","[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[6.0, 2.0, 5.0, 5.0, 3.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 1.0, 3.0, 1.0, 4.0, 1.0, 4.0, 4.0, 6.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0]","[4.0, 2.0, 5.0, 5.0, 3.0, 3.0, 5.0, 2.0, 7.0, 7.0, 5.0, 2.0, 1.0, 3.0, 1.0, 4.0, 1.0, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 4.0, 6.0, 7.0]"
218,1.0,demote_assigned,1.0,27.0,28.0,7.0,6.0,"[1, 8, 26, 89, 93]","[3, 7, 26, 90, 94, 95]","[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[6.0, 2.0, 5.0, 5.0, 3.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 1.0, 3.0, 1.0, 4.0, 1.0, 4.0, 4.0, 6.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0]","[3.0, 2.0, 5.0, 5.0, 3.0, 2.0, 5.0, 2.0, 5.0, 5.0, 5.0, 1.0, 1.0, 3.0, 1.0, 4.0, 1.0, 4.0, 4.0, 3.0, 4.0, 4.0, 6.0, 3.0, 6.0, 6.0]"
218,1.0,promote_single_95,5.0,27.0,32.0,7.0,2.0,"[1, 8, 26, 89, 93]","[6, 8, 26, 89, 93, 95]","[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[6.0, 2.0, 5.0, 5.0, 3.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 1.0, 3.0, 1.0, 4.0, 1.0, 4.0, 4.0, 6.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0]","[5.0, 1.0, 4.0, 4.0, 2.0, 4.0, 4.0, 1.0, 4.0, 4.0, 4.0, 3.0, 0.0, 2.0, 0.0, 3.0, 0.0, 3.0, 3.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 7.0]"
126,4.0,boost_missed,6.0,15.0,21.0,7.0,1.0,"[40, 41, 92]","[40, 42, 55, 92]","[40, 41, 42, 53, 54, 55, 84, 92]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 3.0]","[4.0, 4.0, 6.0, 6.0, 6.0, 7.0, 6.0, 1.0]"
126,4.0,only_missed,7.0,15.0,22.0,7.0,0.0,"[40, 41, 92]","[40, 42, 55, 84]","[40, 41, 42, 53, 54, 55, 84, 92]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 0.0]"
126,4.0,promote_single_55,6.0,15.0,21.0,7.0,1.0,"[40, 41, 92]","[40, 42, 55, 92]","[40, 41, 42, 53, 54, 55, 84, 92]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 3.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 3.0, 2.0]"
126,4.0,promote_single_84,4.0,15.0,19.0,7.0,3.0,"[40, 41, 92]","[40, 42, 84, 92]","[40, 41, 42, 53, 54, 55, 84, 92]","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 3.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 2.0]"
